                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
  956:   44:-       |  40:mulh    |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  957:   44:-       |  44:-       |  40:mulh    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  958:   44:-       |  44:-       |  44:-       |  40:mulh    |  40:-       BUS_LOAD  MEM[40] accepted 1
  959:   44:-       |  44:-       |  44:-       |  44:-       |  40:mulh    r10=12  BUS_LOAD  MEM[40] accepted 1
  960:   44:mulhu   |  44:-       |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
  961:   48:-       |  44:mulhu   |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
  962:   48:-       |  48:-       |  44:mulhu   |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
  963:   48:-       |  48:-       |  48:-       |  44:mulhu   |  44:-       BUS_LOAD  MEM[40] accepted 1
  964:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulhu   r11=0  BUS_LOAD  MEM[40] accepted 1
  965:   48:sw      |  48:-       |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[40] accepted 1
  966:   52:-       |  48:sw      |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
  967:   52:-       |  52:-       |  48:sw      |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
  968:   52:-       |  52:-       |  52:-       |  48:sw      |  48:-       BUS_STORE MEM[4208] = 0 accepted 1
  969:   52:-       |  52:-       |  52:-       |  52:-       |  48:sw      BUS_LOAD  MEM[48] accepted 1
  970:   52:addi    |  52:-       |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
  971:   56:-       |  52:addi    |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
  972:   56:-       |  56:-       |  52:addi    |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
  973:   56:-       |  56:-       |  56:-       |  52:addi    |  52:-       BUS_LOAD  MEM[48] accepted 1
  974:   56:-       |  56:-       |  56:-       |  56:-       |  52:addi    r4=4216  BUS_LOAD  MEM[48] accepted 1
  975:   56:addi    |  56:-       |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[48] accepted 1
  976:   60:-       |  56:addi    |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
  977:   60:-       |  60:-       |  56:addi    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
  978:   60:-       |  60:-       |  60:-       |  56:addi    |  56:-       BUS_LOAD  MEM[56] accepted 1
  979:   60:-       |  60:-       |  60:-       |  60:-       |  56:addi    r17=15  BUS_LOAD  MEM[56] accepted 1
  980:   60:addi    |  60:-       |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
  981:   64:-       |  60:addi    |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
  982:   64:-       |  64:-       |  60:addi    |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
  983:   64:-       |  64:-       |  64:-       |  60:addi    |  60:-       BUS_LOAD  MEM[56] accepted 1
  984:   64:-       |  64:-       |  64:-       |  64:-       |  60:addi    r3=115000  BUS_LOAD  MEM[56] accepted 1
  985:   64:slti    |  64:-       |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[56] accepted 1
  986:   68:-       |  64:slti    |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
  987:   68:-       |  68:-       |  64:slti    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
  988:   68:-       |  68:-       |  68:-       |  64:slti    |  64:-       BUS_LOAD  MEM[64] accepted 1
  989:   68:-       |  68:-       |  68:-       |  68:-       |  64:slti    r2=1  BUS_LOAD  MEM[64] accepted 1
  990:   68:bne     |  68:-       |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
  991:   72:-       |  68:bne     |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
  992:   72:-       |  72:-       |  68:bne     |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
  993:   72:-       |  72:-       |  72:-       |  68:bne     |  68:-       BUS_LOAD  MEM[64] accepted 1
  994:   20:-       |  72:-       |  72:-       |  72:-       |  68:bne     BUS_LOAD  MEM[16] accepted 1
  995:   20:add     |  20:-       |  72:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
  996:   24:-       |  20:add     |  20:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
  997:   24:-       |  24:-       |  20:add     |  20:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
  998:   24:-       |  24:-       |  24:-       |  20:add     |  20:-       BUS_LOAD  MEM[16] accepted 1
  999:   24:-       |  24:-       |  24:-       |  24:-       |  20:add     r6=230000  BUS_LOAD  MEM[16] accepted 1
 1000:   24:add     |  24:-       |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[16] accepted 1
 1001:   28:-       |  24:add     |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1002:   28:-       |  28:-       |  24:add     |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1003:   28:-       |  28:-       |  28:-       |  24:add     |  24:-       BUS_LOAD  MEM[24] accepted 1
 1004:   28:-       |  28:-       |  28:-       |  28:-       |  24:add     r9=230000  BUS_LOAD  MEM[24] accepted 1
 1005:   28:add     |  28:-       |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1006:   32:-       |  28:add     |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1007:   32:-       |  32:-       |  28:add     |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1008:   32:-       |  32:-       |  32:-       |  28:add     |  28:-       BUS_LOAD  MEM[24] accepted 1
 1009:   32:-       |  32:-       |  32:-       |  32:-       |  28:add     r8=230000  BUS_LOAD  MEM[24] accepted 1
 1010:   32:mulhsu  |  32:-       |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[24] accepted 1
 1011:   36:-       |  32:mulhsu  |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1012:   36:-       |  36:-       |  32:mulhsu  |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1013:   36:-       |  36:-       |  36:-       |  32:mulhsu  |  32:-       BUS_LOAD  MEM[32] accepted 1
 1014:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulhsu  r5=3  BUS_LOAD  MEM[32] accepted 1
 1015:   36:mul     |  36:-       |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1016:   40:-       |  36:mul     |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1017:   40:-       |  40:-       |  36:mul     |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1018:   40:-       |  40:-       |  40:-       |  36:mul     |  36:-       BUS_LOAD  MEM[32] accepted 1
 1019:   40:-       |  40:-       |  40:-       |  40:-       |  36:mul     r7=690000  BUS_LOAD  MEM[32] accepted 1
 1020:   40:mulh    |  40:-       |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[32] accepted 1
 1021:   44:-       |  40:mulh    |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1022:   44:-       |  44:-       |  40:mulh    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1023:   44:-       |  44:-       |  44:-       |  40:mulh    |  40:-       BUS_LOAD  MEM[40] accepted 1
 1024:   44:-       |  44:-       |  44:-       |  44:-       |  40:mulh    r10=12  BUS_LOAD  MEM[40] accepted 1
 1025:   44:mulhu   |  44:-       |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1026:   48:-       |  44:mulhu   |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1027:   48:-       |  48:-       |  44:mulhu   |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1028:   48:-       |  48:-       |  48:-       |  44:mulhu   |  44:-       BUS_LOAD  MEM[40] accepted 1
 1029:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulhu   r11=0  BUS_LOAD  MEM[40] accepted 1
 1030:   48:sw      |  48:-       |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[40] accepted 1
 1031:   52:-       |  48:sw      |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1032:   52:-       |  52:-       |  48:sw      |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1033:   52:-       |  52:-       |  52:-       |  48:sw      |  48:-       BUS_STORE MEM[4216] = 0 accepted 1
 1034:   52:-       |  52:-       |  52:-       |  52:-       |  48:sw      BUS_LOAD  MEM[48] accepted 1
 1035:   52:addi    |  52:-       |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1036:   56:-       |  52:addi    |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1037:   56:-       |  56:-       |  52:addi    |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1038:   56:-       |  56:-       |  56:-       |  52:addi    |  52:-       BUS_LOAD  MEM[48] accepted 1
 1039:   56:-       |  56:-       |  56:-       |  56:-       |  52:addi    r4=4224  BUS_LOAD  MEM[48] accepted 1
 1040:   56:addi    |  56:-       |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[48] accepted 1
 1041:   60:-       |  56:addi    |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1042:   60:-       |  60:-       |  56:addi    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1043:   60:-       |  60:-       |  60:-       |  56:addi    |  56:-       BUS_LOAD  MEM[56] accepted 1
 1044:   60:-       |  60:-       |  60:-       |  60:-       |  56:addi    r17=16  BUS_LOAD  MEM[56] accepted 1
 1045:   60:addi    |  60:-       |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1046:   64:-       |  60:addi    |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1047:   64:-       |  64:-       |  60:addi    |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1048:   64:-       |  64:-       |  64:-       |  60:addi    |  60:-       BUS_LOAD  MEM[56] accepted 1
 1049:   64:-       |  64:-       |  64:-       |  64:-       |  60:addi    r3=116000  BUS_LOAD  MEM[56] accepted 1
 1050:   64:slti    |  64:-       |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[56] accepted 1
 1051:   68:-       |  64:slti    |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1052:   68:-       |  68:-       |  64:slti    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1053:   68:-       |  68:-       |  68:-       |  64:slti    |  64:-       BUS_LOAD  MEM[64] accepted 1
 1054:   68:-       |  68:-       |  68:-       |  68:-       |  64:slti    r2=1  BUS_LOAD  MEM[64] accepted 1
 1055:   68:bne     |  68:-       |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1056:   72:-       |  68:bne     |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1057:   72:-       |  72:-       |  68:bne     |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1058:   72:-       |  72:-       |  72:-       |  68:bne     |  68:-       BUS_LOAD  MEM[64] accepted 1
 1059:   20:-       |  72:-       |  72:-       |  72:-       |  68:bne     BUS_LOAD  MEM[16] accepted 1
 1060:   20:add     |  20:-       |  72:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1061:   24:-       |  20:add     |  20:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1062:   24:-       |  24:-       |  20:add     |  20:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1063:   24:-       |  24:-       |  24:-       |  20:add     |  20:-       BUS_LOAD  MEM[16] accepted 1
 1064:   24:-       |  24:-       |  24:-       |  24:-       |  20:add     r6=232000  BUS_LOAD  MEM[16] accepted 1
 1065:   24:add     |  24:-       |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[16] accepted 1
 1066:   28:-       |  24:add     |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1067:   28:-       |  28:-       |  24:add     |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1068:   28:-       |  28:-       |  28:-       |  24:add     |  24:-       BUS_LOAD  MEM[24] accepted 1
 1069:   28:-       |  28:-       |  28:-       |  28:-       |  24:add     r9=232000  BUS_LOAD  MEM[24] accepted 1
 1070:   28:add     |  28:-       |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1071:   32:-       |  28:add     |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1072:   32:-       |  32:-       |  28:add     |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1073:   32:-       |  32:-       |  32:-       |  28:add     |  28:-       BUS_LOAD  MEM[24] accepted 1
 1074:   32:-       |  32:-       |  32:-       |  32:-       |  28:add     r8=232000  BUS_LOAD  MEM[24] accepted 1
 1075:   32:mulhsu  |  32:-       |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[24] accepted 1
 1076:   36:-       |  32:mulhsu  |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1077:   36:-       |  36:-       |  32:mulhsu  |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1078:   36:-       |  36:-       |  36:-       |  32:mulhsu  |  32:-       BUS_LOAD  MEM[32] accepted 1
 1079:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulhsu  r5=3  BUS_LOAD  MEM[32] accepted 1
 1080:   36:mul     |  36:-       |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1081:   40:-       |  36:mul     |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1082:   40:-       |  40:-       |  36:mul     |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1083:   40:-       |  40:-       |  40:-       |  36:mul     |  36:-       BUS_LOAD  MEM[32] accepted 1
 1084:   40:-       |  40:-       |  40:-       |  40:-       |  36:mul     r7=696000  BUS_LOAD  MEM[32] accepted 1
 1085:   40:mulh    |  40:-       |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[32] accepted 1
 1086:   44:-       |  40:mulh    |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1087:   44:-       |  44:-       |  40:mulh    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1088:   44:-       |  44:-       |  44:-       |  40:mulh    |  40:-       BUS_LOAD  MEM[40] accepted 1
 1089:   44:-       |  44:-       |  44:-       |  44:-       |  40:mulh    r10=12  BUS_LOAD  MEM[40] accepted 1
 1090:   44:mulhu   |  44:-       |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1091:   48:-       |  44:mulhu   |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1092:   48:-       |  48:-       |  44:mulhu   |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1093:   48:-       |  48:-       |  48:-       |  44:mulhu   |  44:-       BUS_LOAD  MEM[40] accepted 1
 1094:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulhu   r11=0  BUS_LOAD  MEM[40] accepted 1
 1095:   48:sw      |  48:-       |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[40] accepted 1
 1096:   52:-       |  48:sw      |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1097:   52:-       |  52:-       |  48:sw      |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1098:   52:-       |  52:-       |  52:-       |  48:sw      |  48:-       BUS_STORE MEM[4224] = 0 accepted 1
 1099:   52:-       |  52:-       |  52:-       |  52:-       |  48:sw      BUS_LOAD  MEM[48] accepted 1
 1100:   52:addi    |  52:-       |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1101:   56:-       |  52:addi    |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1102:   56:-       |  56:-       |  52:addi    |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1103:   56:-       |  56:-       |  56:-       |  52:addi    |  52:-       BUS_LOAD  MEM[48] accepted 1
 1104:   56:-       |  56:-       |  56:-       |  56:-       |  52:addi    r4=4232  BUS_LOAD  MEM[48] accepted 1
 1105:   56:addi    |  56:-       |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[48] accepted 1
 1106:   60:-       |  56:addi    |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1107:   60:-       |  60:-       |  56:addi    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1108:   60:-       |  60:-       |  60:-       |  56:addi    |  56:-       BUS_LOAD  MEM[56] accepted 1
 1109:   60:-       |  60:-       |  60:-       |  60:-       |  56:addi    r17=17  BUS_LOAD  MEM[56] accepted 1
 1110:   60:addi    |  60:-       |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1111:   64:-       |  60:addi    |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1112:   64:-       |  64:-       |  60:addi    |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1113:   64:-       |  64:-       |  64:-       |  60:addi    |  60:-       BUS_LOAD  MEM[56] accepted 1
 1114:   64:-       |  64:-       |  64:-       |  64:-       |  60:addi    r3=117000  BUS_LOAD  MEM[56] accepted 1
 1115:   64:slti    |  64:-       |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[56] accepted 1
 1116:   68:-       |  64:slti    |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1117:   68:-       |  68:-       |  64:slti    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1118:   68:-       |  68:-       |  68:-       |  64:slti    |  64:-       BUS_LOAD  MEM[64] accepted 1
 1119:   68:-       |  68:-       |  68:-       |  68:-       |  64:slti    r2=1  BUS_LOAD  MEM[64] accepted 1
 1120:   68:bne     |  68:-       |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1121:   72:-       |  68:bne     |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1122:   72:-       |  72:-       |  68:bne     |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1123:   72:-       |  72:-       |  72:-       |  68:bne     |  68:-       BUS_LOAD  MEM[64] accepted 1
 1124:   20:-       |  72:-       |  72:-       |  72:-       |  68:bne     BUS_LOAD  MEM[16] accepted 1
 1125:   20:add     |  20:-       |  72:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1126:   24:-       |  20:add     |  20:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
